anomaly,line_id,value,timestamps,Hour_Minute,Date,y_pred,y_pred_score
0,105_dnm_tmp_NlZyB#sum_iUserNum_300#20190623_16Days_valid14D,1417052.0,2019-06-08 13:00:00,13:00:00,2019-06-08,99,99.0
0,105_dnm_tmp_NlZyB#sum_iUserNum_300#20190623_16Days_valid14D,1421686.0,2019-06-08 13:05:00,13:05:00,2019-06-08,99,99.0
0,105_dnm_tmp_NlZyB#sum_iUserNum_300#20190623_16Days_valid14D,1428735.0,2019-06-08 13:10:00,13:10:00,2019-06-08,99,99.0
0,105_dnm_tmp_NlZyB#sum_iUserNum_300#20190623_16Days_valid14D,1432997.0,2019-06-08 13:15:00,13:15:00,2019-06-08,99,99.0
0,105_dnm_tmp_NlZyB#sum_iUserNum_300#20190623_16Days_valid14D,1437361.0,2019-06-08 13:20:00,13:20:00,2019-06-08,99,99.0
0,105_dnm_tmp_NlZyB#sum_iUserNum_300#20190623_16Days_valid14D,1441211.0,2019-06-08 13:25:00,13:25:00,2019-06-08,99,99.0
0,105_dnm_tmp_NlZyB#sum_iUserNum_300#20190623_16Days_valid14D,1444500.0,2019-06-08 13:30:00,13:30:00,2019-06-08,99,99.0
0,105_dnm_tmp_NlZyB#sum_iUserNum_300#20190623_16Days_valid14D,1445488.0,2019-06-08 13:35:00,13:35:00,2019-06-08,99,99.0
0,105_dnm_tmp_NlZyB#sum_iUserNum_300#20190623_16Days_valid14D,1447633.0,2019-06-08 13:40:00,13:40:00,2019-06-08,99,99.0
0,105_dnm_tmp_NlZyB#sum_iUserNum_300#20190623_16Days_valid14D,1450653.0,2019-06-08 13:45:00,13:45:00,2019-06-08,99,99.0
0,105_dnm_tmp_NlZyB#sum_iUserNum_300#20190623_16Days_valid14D,1452750.0,2019-06-08 13:50:00,13:50:00,2019-06-08,99,99.0
0,105_dnm_tmp_NlZyB#sum_iUserNum_300#20190623_16Days_valid14D,1453304.0,2019-06-08 13:55:00,13:55:00,2019-06-08,99,99.0
0,105_dnm_tmp_NlZyB#sum_iUserNum_300#20190623_16Days_valid14D,1456135.0,2019-06-08 14:00:00,14:00:00,2019-06-08,99,99.0
0,105_dnm_tmp_NlZyB#sum_iUserNum_300#20190623_16Days_valid14D,1458122.0,2019-06-08 14:05:00,14:05:00,2019-06-08,99,99.0
0,105_dnm_tmp_NlZyB#sum_iUserNum_300#20190623_16Days_valid14D,1460933.0,2019-06-08 14:10:00,14:10:00,2019-06-08,99,99.0
0,105_dnm_tmp_NlZyB#sum_iUserNum_300#20190623_16Days_valid14D,1462676.0,2019-06-08 14:15:00,14:15:00,2019-06-08,99,99.0
0,105_dnm_tmp_NlZyB#sum_iUserNum_300#20190623_16Days_valid14D,1461398.0,2019-06-08 14:20:00,14:20:00,2019-06-08,99,99.0
